Time,bandwidth,delay
19:31.5,42.11347722,
19:31.6,50.71144531,
19:31.7,45.73159297,
19:31.8,36.49926761,
19:31.9,36.78264099,
19:32.0,42.22718954,
19:32.1,35.94460481,
19:32.2,34.0801634,
19:32.3,34.77553034,
19:32.4,39.26418014,
19:32.5,42.91858873,
19:32.6,42.37062432,
19:32.7,34.76789787,
19:32.8,35.96801292,
19:32.9,38.39780518,
19:33.0,30.91666667,
19:33.1,44.28846351,
19:33.2,39.9087673,
19:33.3,27.6927693,
19:33.4,31.78239007,
19:33.5,33.14681034,
19:33.6,30.55548902,
19:33.7,23.86988222,
19:33.8,28.89914139,
19:33.9,34.35101618,
19:34.0,32.80036548,
19:34.1,25.11595049,
19:34.2,22.47826853,
19:34.3,26.62115776,
19:34.4,33.88762899,
19:34.5,26.30816306,
19:34.6,22.33083032,
19:34.7,19.0675327,
19:34.8,18.09086503,
19:34.9,19.86147385,
19:35.0,20.81786408,
19:35.1,16.31861571,
19:35.2,17.07,
19:35.3,11.70427324,
19:35.4,12.89218122,
19:35.5,14.02061249,
19:35.6,15.43712652,
19:35.7,17.0768,
19:35.8,14.65035926,
19:35.9,14.50958848,
19:36.0,13.48054299,
19:36.1,14.51489855,
19:36.2,14.46338462,
19:36.3,12.26980678,
19:36.4,15.05682113,
19:36.5,10.36507871,
19:36.6,18.38332689,
19:36.7,16.66822673,
19:36.8,13.0190488,
19:36.9,11.25889914,
19:37.0,17.58819444,
19:37.1,10.02976059,
19:37.2,9.673421903,
19:37.3,12.0793634,
19:37.4,22.01421742,
19:37.5,15.39443616,
19:37.6,24.13476429,
19:37.7,19.51169597,
19:37.8,26.53255779,
19:37.9,19.88873321,
19:38.0,18.90462351,
19:38.1,22.53611111,
19:38.2,26.97597173,
19:38.3,28.36167625,
19:38.4,33.72969843,
19:38.5,20.70907317,
19:38.6,18.22231312,
19:38.7,22.02528224,
19:38.8,28.76125,
19:38.9,23.17843152,
19:39.0,24.94993711,
19:39.1,21.63834197,
19:39.2,28.05006135,
19:39.3,22.6549122,
19:39.4,19.58472072,
19:39.5,28.32201501,
19:39.6,20.76748538,
19:39.7,15.48590909,
19:39.8,21.15386332,
19:39.9,24.51292308,
19:40.0,24.47236031,
19:40.1,24.99316021,
19:40.2,20.27107072,
19:40.3,19.25677419,
19:40.4,18.38698334,
19:40.5,20.3133418,
19:40.6,20.20202627,
19:40.7,27.1144398,
19:40.8,28.79127241,
19:40.9,31.23985989,
19:41.0,43.06947231,
19:41.1,18.91555556,
19:41.2,18.18429456,
19:41.3,25.46773451,
19:41.4,27.64347267,
19:41.5,16.76751477,
19:41.6,23.63948693,
19:41.7,34.43161905,
19:41.8,27.80784314,
19:41.9,26.69842738,
19:42.0,28.44015459,
19:42.1,29.53702128,
19:42.2,17.41932909,
19:42.3,17.67716726,
19:42.4,27.01263158,
19:42.5,43.72012461,
19:42.6,51.33008233,
19:42.7,39.63546961,
19:42.8,37.20105417,
19:42.9,31.27875,
19:43.0,32.46073232,
19:43.1,25.72066116,
19:43.2,29.29950495,
19:43.3,35.71850099,
19:43.4,12.7950992,
19:43.5,11.51946385,
19:43.6,14.03831579,
19:43.7,14.95601671,
19:43.8,15.68717949,
19:43.9,15.73320555,
19:44.0,15.0707603,
19:44.1,15.57121686,
19:44.2,14.73466102,
19:44.3,9.712468739,
19:44.4,11.46303956,
19:44.5,13.41221628,
19:44.6,14.81989705,
19:44.7,11.73943355,
19:44.8,14.01900606,
19:44.9,15.76586227,
19:45.0,9.9872887,
19:45.1,7.640163443,
19:45.2,6.786178814,
19:45.3,6.612677451,
19:45.4,9.2806,
19:45.5,16.10626415,
19:45.6,16.80627621,
19:45.7,29.10782609,
19:45.8,25.39659574,
19:45.9,27.20443192,
19:46.0,22.72254777,
19:46.1,19.74416667,
19:46.2,26.56922314,
19:46.3,15.6280658,
19:46.4,21.44732655,
19:46.5,25.39111489,
19:46.6,40.91097481,
19:46.7,26.866,
19:46.8,19.90965407,
19:46.9,13.44897568,
19:47.0,17.88615557,
19:47.1,20.56148706,
19:47.2,13.6929099,
19:47.3,18.39714066,
19:47.4,16.8684005,
19:47.5,13.05725264,
19:47.6,27.41123199,
19:47.7,17.05302796,
19:47.8,9.953986989,
19:47.9,25.82298219,
19:48.0,27.3751793,
19:48.1,30.85910506,
19:48.2,24.1670111,
19:48.3,17.10561576,
19:48.4,22.2748727,
19:48.5,20.15297189,
19:48.6,21.41112676,
19:48.7,22.44635838,
19:48.8,17.95932644,
19:48.9,20.20506129,
19:49.0,22.06645138,
19:49.1,21.730189,
19:49.2,24.67343284,
19:49.3,30.90290982,
19:49.4,29.51589074,
19:49.5,30.07212724,
19:49.6,18.5983469,
19:49.7,36.05065205,
19:49.8,26.59743367,
19:49.9,24.54408572,
19:50.0,27.1717378,
19:50.1,30.52854962,
19:50.2,17.25677245,
19:50.3,38.37977634,
19:50.4,39.3692944,
19:50.5,28.47421829,
19:50.6,28.14365759,
19:50.7,25.42931677,
19:50.8,22.01708397,
19:50.9,28.42436451,
19:51.0,23.48606405,
19:51.1,21.88090096,
19:51.2,18.8748561,
19:51.3,15.75204284,
19:51.4,19.54,
19:51.5,16.38956522,
19:51.6,19.22822375,
19:51.7,13.89906763,
19:51.8,17.06426433,
19:51.9,18.53852858,
19:52.0,21.55876015,
19:52.1,18.47493409,
19:52.2,17.1861461,
19:52.3,20.73775564,
19:52.4,17.61919251,
19:52.5,21.18026176,
19:52.6,20.4178392,
19:52.7,11.88786853,
19:52.8,18.88840987,
19:52.9,29.12127483,
19:53.0,24.9640327,
19:53.1,27.13645431,
19:53.2,36.52071429,
19:53.3,36.58352564,
19:53.4,39.02319614,
19:53.5,35.26781362,
19:53.6,40.94751684,
19:53.7,36.14339833,
19:53.8,36.81404504,
19:53.9,28.720974,
19:54.0,25.0896,
19:54.1,24.64774015,
19:54.2,22.65667759,
19:54.3,28.87352113,
19:54.4,19.94326582,
19:54.5,30.94424552,
19:54.6,28.1115942,
19:54.7,33.18572491,
19:54.8,36.56790567,
19:54.9,36.75972222,
19:55.0,30.99211603,
19:55.1,36.90037037,
19:55.2,36.9151145,
19:55.3,39.62090674,
19:55.4,37.21804677,
19:55.5,28.22562839,
19:55.6,31.05002091,
19:55.7,31.7656137,
19:55.8,31.92891122,
19:55.9,31.79951686,
19:56.0,40.22050153,
19:56.1,51.85606178,
19:56.2,45.14548387,
19:56.3,41.72687285,
19:56.4,42.53676856,
19:56.5,46.7216129,
19:56.6,37.83356895,
19:56.7,38.68354541,
19:56.8,41.71166549,
19:56.9,50.50937836,
19:57.0,46.76309392,
19:57.1,34.66728466,
19:57.2,33.55423077,
19:57.3,43.9594517,
19:57.4,41.06065425,
19:57.5,20.73877168,
19:57.6,30.57642255,
19:57.7,39.11065859,
19:57.8,30.54631387,
19:57.9,28.05988701,
19:58.0,39.36326848,
19:58.1,33.11139118,
19:58.2,35.22608858,
19:58.3,23.38272138,
19:58.4,27.99193903,
19:58.5,25.94067084,
19:58.6,21.23135629,
19:58.7,27.20686095,
19:58.8,26.20793651,
19:58.9,31.31172059,
19:59.0,19.85631277,
19:59.1,18.12062399,
19:59.2,16.86084176,
19:59.3,11.43248705,
19:59.4,15.71464007,
19:59.5,18.42536585,
19:59.6,27.23554362,
19:59.7,28.36900549,
19:59.8,35.09556757,
19:59.9,33.6606953,
20:00.0,31.88148914,
20:00.1,26.3944898,
20:00.2,23.95616039,
